event_id,source,event_time_raw,event_time_reconciled,user_id,user_name,ip_address,event_name,model_id,region,extra
efb39e45-7130-4f59-8b41-8b7bdddfdc4f,iam,2026-08-09T13:42:14.635798Z,2026-08-09T13:42:14.635798Z,AIDA672BC5F62602429A,shawn52,200.250.175.183,ConsoleLogin,,us-west-2,{}
ae6c21da-4014-405d-a3e5-475050a92ba2,iam,2026-08-09T13:46:55.285433Z,2026-08-09T13:46:55.285433Z,AIDAD7E3B94030FD436D,janetwilliams,28.41.254.122,ConsoleLogin,,eu-west-1,{}
c4982d8b-1b99-4a37-8586-b6040cd6e018,s3,2026-08-09T14:14:12.090564Z,2026-08-09T14:14:12.090564Z,AIDA24E6B74E51B74691,fjohnson,221.108.180.212,GetObject,model-92159fc8,eu-west-1,"{""bytes"": 38210109}"
0228030a-311a-4c58-8ec9-3066fd37c507,s3,2026-08-09T14:17:48.654072Z,2026-08-09T14:17:48.654072Z,AIDAD7E3B94030FD436D,janetwilliams,28.41.254.122,GetObject,model-92159fc8,us-west-2,"{""bytes"": 38210109}"
0ab42c46-4881-4e3c-8e36-25427f330a53,s3,2026-08-09T14:21:59.973487Z,2026-08-09T14:21:59.973487Z,AIDAD119EB86BAC24FA8,yherrera,197.114.80.115,GetObject,model-92159fc8,eu-west-1,"{""bytes"": 38210109}"
595231e1-f719-4157-8a2d-b2d0cefab5db,s3,2026-08-09T14:38:40.460339Z,2026-08-09T14:38:40.460339Z,AIDA9C40BFB9E5844DB0,richard13,216.121.229.251,GetObject,model-92159fc8,eu-west-1,"{""bytes"": 38210109}"
583d8109-d873-4753-a928-186462118540,s3,2026-08-09T15:00:19.560977Z,2026-08-09T15:00:19.560977Z,AIDA1A8C72341B434D30,johnhoffman,136.218.109.97,GetObject,model-c3d6026b,us-west-2,"{""bytes"": 50411339}"
abf3fdec-ef51-45ae-a8a7-18a41785c7d6,model_access,2026-08-09T15:08:35.603522Z,2026-08-09T15:08:35.603522Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,inference_call,model-fe533931,,"{""success"": true}"
cc384b24-0293-46cd-ad1e-c10a3d508d32,model_access,2026-08-09T15:09:28.734703Z,2026-08-09T15:09:28.734703Z,AIDA720503BC41304CCE,susanrogers,177.99.242.44,training_job,model-5eac1162,,"{""success"": true}"
63473083-0f56-414b-a2b4-8472f1fc55a3,s3,2026-08-09T15:14:10.114061Z,2026-08-09T15:14:10.114061Z,AIDA672BC5F62602429A,shawn52,200.250.175.183,GetObject,model-fe533931,us-west-2,"{""bytes"": 50918850}"
9af0c623-3ec1-44e2-9ed9-02bae8e2cf4b,model_access,2026-08-09T15:42:32.243169Z,2026-08-09T15:42:32.243169Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,metadata_view,model-6f9301e6,,"{""success"": true}"
a461a873-f479-47fd-a17d-ccf39af2584f,model_access,2026-08-09T16:25:58.886646Z,2026-08-09T16:25:58.886646Z,AIDA1E12E2D70A904F00,johnsonjoshua,196.89.6.126,metadata_view,model-fb0f350d,,"{""success"": true}"
4243f20d-7c36-4f84-a1d0-fca2c3387863,s3,2026-08-09T17:19:02.404038Z,2026-08-09T17:19:02.404038Z,AIDAC30E1DD5ED774161,shaneramirez,137.243.96.76,GetObject,model-5eac1162,us-east-1,"{""bytes"": 45468352}"
f70d57a6-e63d-402e-9638-959f9ce3e3da,s3,2026-08-09T17:23:33.390012Z,2026-08-09T17:23:33.390012Z,AIDAD119EB86BAC24FA8,yherrera,197.114.80.115,GetObject,model-8f80af0f,eu-west-1,"{""bytes"": 56465817}"
8a0d2fd8-24e0-46fc-9c04-23b54b29f73e,iam,2026-08-09T17:41:15.344840Z,2026-08-09T17:41:15.344840Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,ConsoleLogin,,us-west-2,{}
75c43ff7-e852-4160-bd19-767c6521ac30,model_access,2026-08-09T18:24:09.219897Z,2026-08-09T18:24:09.219897Z,AIDA9C40BFB9E5844DB0,richard13,216.121.229.251,metadata_view,model-0492cf38,,"{""success"": true}"
69b055d1-0364-46ad-9ed4-57a19c63f745,iam,2026-08-09T18:27:29.905919Z,2026-08-09T18:27:29.905919Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,ConsoleLogin,,us-west-2,{}
43dab956-61c3-4edc-99ea-368558b259ab,iam,2026-08-09T18:36:28.951180Z,2026-08-09T18:36:28.951180Z,AIDAD7E3B94030FD436D,janetwilliams,28.41.254.122,ConsoleLogin,,us-west-2,{}
0f5fa832-f705-4efb-93f3-a9a5e8464e69,ec2,2026-08-09T18:39:48.157211Z,2026-08-09T18:39:48.157211Z,AIDAC30E1DD5ED774161,shaneramirez,137.243.96.76,StopInstances,,eu-west-1,{}
531d16fa-56fd-40fc-a1f5-382ba94c8418,model_access,2026-08-09T19:09:03.780900Z,2026-08-09T19:09:03.780900Z,AIDA720503BC41304CCE,susanrogers,177.99.242.44,metadata_view,model-5cc09e0c,,"{""success"": true}"
3640596c-4e35-4701-801d-df2aa4abca46,s3,2026-08-09T19:30:17.171154Z,2026-08-09T19:30:17.171154Z,AIDA720503BC41304CCE,susanrogers,177.99.242.44,GetObject,model-25eb31b3,eu-west-1,"{""bytes"": 53708062}"
15b2c638-4171-4b20-9249-152c04363d79,model_access,2026-08-09T19:34:32.751731Z,2026-08-09T19:34:32.751731Z,AIDAC30E1DD5ED774161,shaneramirez,137.243.96.76,metadata_view,model-5eac1162,,"{""success"": true}"
9b2a4b48-0120-4829-8e01-5181d5c0b716,s3,2026-08-10T08:03:35.569575Z,2026-08-10T08:03:35.569575Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,GetObject,model-77f30768,us-west-2,"{""bytes"": 62761467}"
22684a19-1ed1-4938-b79f-d635b5de037d,s3,2026-08-10T08:10:23.914735Z,2026-08-10T08:10:23.914735Z,AIDA720503BC41304CCE,susanrogers,177.99.242.44,GetObject,model-c3d6026b,us-east-1,"{""bytes"": 50411339}"
f83e5efa-fbc0-4bbb-9a08-6e991993ad41,model_access,2026-08-10T09:19:13.123978Z,2026-08-10T09:19:13.123978Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,training_job,model-c3d6026b,,"{""success"": true}"
90a90357-55fd-48fb-b550-8f231056c0f0,s3,2026-08-10T10:14:28.791664Z,2026-08-10T10:14:28.791664Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,GetObject,model-691a355f,eu-west-1,"{""bytes"": 63612911}"
acc182a8-6eba-447d-ba9a-0c775ad6db72,s3,2026-08-10T11:04:34.062047Z,2026-08-10T11:04:34.062047Z,AIDA672BC5F62602429A,shawn52,200.250.175.183,GetObject,model-4d39bb85,eu-west-1,"{""bytes"": 67939336}"
419be18e-0b36-4366-af17-95aaffe6c541,s3,2026-08-10T11:17:21.506566Z,2026-08-10T11:17:21.506566Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,GetObject,model-07fe161b,us-west-2,"{""bytes"": 73645686}"
80e89c52-5569-4b09-bbeb-37addaed98ba,model_access,2026-08-10T11:19:45.474014Z,2026-08-10T11:19:45.474014Z,AIDA720503BC41304CCE,susanrogers,177.99.242.44,metadata_view,model-4d39bb85,,"{""success"": true}"
f262abbb-5f05-4d3f-b216-2b3ff1964dec,ec2,2026-08-10T11:21:38.352732Z,2026-08-10T11:21:38.352732Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,StartInstances,,us-west-2,{}
32106a34-4c3e-433f-b00b-90c06856f17e,s3,2026-08-10T11:29:37.467515Z,2026-08-10T11:29:37.467515Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,GetObject,model-709c6a23,us-east-1,"{""bytes"": 64212697}"
104a6b7f-ca64-4c61-b7c5-02dda4825739,model_access,2026-08-10T12:29:44.404964Z,2026-08-10T12:29:44.404964Z,AIDA24E6B74E51B74691,fjohnson,221.108.180.212,training_job,model-77f30768,,"{""success"": true}"
3f943501-ca3f-4c5a-a8a3-bb77822ef627,s3,2026-08-10T12:35:03.318699Z,2026-08-10T12:35:03.318699Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,GetObject,model-0492cf38,eu-west-1,"{""bytes"": 4844421}"
e5b87d0d-7736-4389-b13c-11bbe3adc972,ec2,2026-08-10T12:52:39.299022Z,2026-08-10T12:52:39.299022Z,AIDA9C40BFB9E5844DB0,richard13,216.121.229.251,StartInstances,,us-east-1,{}
85137a17-68a0-476d-a006-b04ff8546a91,s3,2026-08-10T14:06:46.232720Z,2026-08-10T14:06:46.232720Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,GetObject,model-5cc09e0c,eu-west-1,"{""bytes"": 1587544}"
583e2bf1-849c-4526-a59c-d1aa4c73a0fb,iam,2026-08-10T14:07:19.137485Z,2026-08-10T14:07:19.137485Z,AIDAD7E3B94030FD436D,janetwilliams,28.41.254.122,ConsoleLogin,,eu-west-1,{}
ea953d5d-c4c9-410c-ac32-a1caa11d740c,iam,2026-08-10T14:26:43.063715Z,2026-08-10T14:26:43.063715Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,ConsoleLogin,,us-east-1,{}
2789a323-122e-41ba-b9bf-93cddfe2bd86,model_access,2026-08-10T14:44:37.763933Z,2026-08-10T14:44:37.763933Z,AIDA1A8C72341B434D30,johnhoffman,136.218.109.97,inference_call,model-a6d96d3f,,"{""success"": true}"
9a356094-d2c4-4ea1-b0cf-dcfe68babd8b,ec2,2026-08-10T14:52:32.781828Z,2026-08-10T14:52:32.781828Z,AIDA9C40BFB9E5844DB0,richard13,216.121.229.251,StopInstances,,us-west-2,{}
5014d7dc-4e65-408e-987a-bbd128530afa,model_access,2026-08-10T15:01:10.748232Z,2026-08-10T15:01:10.748232Z,AIDA24E6B74E51B74691,fjohnson,221.108.180.212,metadata_view,model-886b3c7b,,"{""success"": true}"
a510aeea-13da-4dbe-8aa1-e71904100d67,iam,2026-08-10T15:02:23.140362Z,2026-08-10T15:02:23.140362Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,ConsoleLogin,,us-west-2,{}
8e0b6a57-5318-431b-a7c5-34ee1db194dc,model_access,2026-08-10T16:01:43.093944Z,2026-08-10T16:01:43.093944Z,AIDAC30E1DD5ED774161,shaneramirez,137.243.96.76,inference_call,model-8f80af0f,,"{""success"": true}"
1023c21b-5583-498f-867a-b5e7930a7aac,model_access,2026-08-10T16:28:32.250452Z,2026-08-10T16:28:32.250452Z,AIDA1A8C72341B434D30,johnhoffman,136.218.109.97,training_job,model-5cc09e0c,,"{""success"": true}"
08e612ec-24e0-4378-94a0-9dfca4ae3b50,ec2,2026-08-10T16:49:37.361579Z,2026-08-10T16:49:37.361579Z,AIDA672BC5F62602429A,shawn52,200.250.175.183,StopInstances,,eu-west-1,{}
f0d2d59d-b692-4a5b-8bd7-86d8993a190e,iam,2026-08-10T17:25:32.710870Z,2026-08-10T17:25:32.710870Z,AIDA672BC5F62602429A,shawn52,200.250.175.183,ConsoleLogin,,us-east-1,{}
2d010665-6fc6-4ca0-bf9e-e81f43d11197,s3,2026-08-10T17:27:40.370061Z,2026-08-10T17:27:40.370061Z,AIDAD119EB86BAC24FA8,yherrera,197.114.80.115,GetObject,model-0492cf38,us-west-2,"{""bytes"": 4844421}"
6b78c49d-bfa4-4ad2-a870-b6ae202990e4,iam,2026-08-10T17:33:17.645961Z,2026-08-10T17:33:17.645961Z,AIDA672BC5F62602429A,shawn52,200.250.175.183,ConsoleLogin,,us-west-2,{}
232e6755-37ee-480b-95ae-c3d041aa6ce4,s3,2026-08-10T18:51:26.397633Z,2026-08-10T18:51:26.397633Z,AIDAD7E3B94030FD436D,janetwilliams,28.41.254.122,GetObject,model-8f80af0f,eu-west-1,"{""bytes"": 56465817}"
ff8960d4-98d5-4b43-a9cd-edcb368f544b,s3,2026-08-10T19:57:35.821403Z,2026-08-10T19:57:35.821403Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,GetObject,model-6f9301e6,us-west-2,"{""bytes"": 21583888}"
674d1930-29d4-4a09-8d7c-4992ab082f31,iam,2026-08-11T08:00:16.547140Z,2026-08-11T08:00:16.547140Z,AIDA1A8C72341B434D30,johnhoffman,136.218.109.97,ConsoleLogin,,us-west-2,{}
61359f10-5d49-42e7-9eec-acdc3640a41a,model_access,2026-08-11T08:26:05.131655Z,2026-08-11T08:26:05.131655Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,training_job,model-fe533931,,"{""success"": true}"
c915ffd6-6647-43ec-9990-deb055c16720,s3,2026-08-11T09:18:13.006722Z,2026-08-11T09:18:13.006722Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,GetObject,model-2d062f5e,us-west-2,"{""bytes"": 62056824}"
6b409574-dfdd-4d63-8049-119f49508e59,s3,2026-08-11T09:49:39.631759Z,2026-08-11T09:49:39.631759Z,AIDA720503BC41304CCE,susanrogers,177.99.242.44,GetObject,model-886b3c7b,us-east-1,"{""bytes"": 6928990}"
fc41b062-0a11-4a1a-be4d-e1c2b001cc60,s3,2026-08-11T10:04:27.630455Z,2026-08-11T10:04:27.630455Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,GetObject,model-fb0f350d,us-west-2,"{""bytes"": 11683233}"
aebbc270-bc3f-4d0c-8dd1-b79ff66923fb,iam,2026-08-11T10:48:49.295199Z,2026-08-11T10:48:49.295199Z,AIDA1A8C72341B434D30,johnhoffman,136.218.109.97,ConsoleLogin,,eu-west-1,{}
450a01c3-59b3-4188-be9b-25320486f0cd,model_access,2026-08-11T11:13:49.814755Z,2026-08-11T11:13:49.814755Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,training_job,model-d8cfab56,,"{""success"": true}"
fa60a8ed-faf3-46a3-939e-89c1eb3b8e84,s3,2026-08-11T11:24:41.128088Z,2026-08-11T11:24:41.128088Z,AIDAC30E1DD5ED774161,shaneramirez,137.243.96.76,GetObject,model-5eac1162,us-east-1,"{""bytes"": 45468352}"
5b38d91f-d1af-4199-bac4-88279266dc6f,s3,2026-08-11T11:44:27.460247Z,2026-08-11T11:44:27.460247Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,GetObject,model-fb0f350d,eu-west-1,"{""bytes"": 11683233}"
538672f1-f29e-4fcd-b404-fc516f1b26e2,iam,2026-08-11T12:13:51.477065Z,2026-08-11T12:13:51.477065Z,AIDA672BC5F62602429A,shawn52,200.250.175.183,ConsoleLogin,,eu-west-1,{}
68c378fe-eda0-477e-af41-e9ec92b5effe,model_access,2026-08-11T13:38:22.849898Z,2026-08-11T13:38:22.849898Z,AIDA9C40BFB9E5844DB0,richard13,216.121.229.251,training_job,model-886b3c7b,,"{""success"": true}"
9d783fe6-60da-4563-aeeb-d01a0f57daea,ec2,2026-08-11T14:39:38.056778Z,2026-08-11T14:39:38.056778Z,AIDA1A8C72341B434D30,johnhoffman,136.218.109.97,StartInstances,,us-west-2,{}
f719357f-8e2c-422b-a88c-05e66e4d3841,model_access,2026-08-11T14:58:00.960953Z,2026-08-11T14:58:00.960953Z,AIDA24E6B74E51B74691,fjohnson,221.108.180.212,inference_call,model-5eac1162,,"{""success"": true}"
37a5e3e5-40f4-47c1-a79f-1d08c7254a67,ec2,2026-08-11T15:02:46.776481Z,2026-08-11T15:02:46.776481Z,AIDAD7E3B94030FD436D,janetwilliams,28.41.254.122,StopInstances,,eu-west-1,{}
dc33b55b-0265-4034-8f5f-50a0435b7bec,ec2,2026-08-11T15:13:42.975634Z,2026-08-11T15:13:42.975634Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,StopInstances,,eu-west-1,{}
346faca7-9dfe-447b-aa37-e6cb219caf35,model_access,2026-08-11T15:19:11.431967Z,2026-08-11T15:19:11.431967Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,inference_call,model-d8cfab56,,"{""success"": true}"
bfc499c5-069b-4d79-8fde-345286a6d85d,s3,2026-08-11T15:28:15.351263Z,2026-08-11T15:28:15.351263Z,AIDAC30E1DD5ED774161,shaneramirez,137.243.96.76,GetObject,model-1f604561,us-east-1,"{""bytes"": 61442359}"
0accd698-06d5-4b3f-99ce-4d4afd90ac47,model_access,2026-08-11T15:51:18.268130Z,2026-08-11T15:51:18.268130Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,training_job,model-25eb31b3,,"{""success"": true}"
ef0ca236-c5b4-43e0-aa00-6d5416896154,iam,2026-08-11T16:04:21.322700Z,2026-08-11T16:04:21.322700Z,AIDAD7E3B94030FD436D,janetwilliams,28.41.254.122,ConsoleLogin,,us-west-2,{}
fee39ba3-b4e7-4911-8a2a-6ec537a926be,iam,2026-08-11T16:15:18.285638Z,2026-08-11T16:15:18.285638Z,AIDA720503BC41304CCE,susanrogers,177.99.242.44,ConsoleLogin,,us-west-2,{}
60f43aa7-cb7d-4951-91ec-c5685775d00f,iam,2026-08-11T16:23:17.692162Z,2026-08-11T16:23:17.692162Z,AIDA672BC5F62602429A,shawn52,200.250.175.183,ConsoleLogin,,us-west-2,{}
a8be093b-dcd3-48ea-87b9-04b59807b47c,ec2,2026-08-11T16:34:29.239088Z,2026-08-11T16:34:29.239088Z,AIDA9C40BFB9E5844DB0,richard13,216.121.229.251,StopInstances,,us-west-2,{}
70557624-9198-4853-b171-2341cd5731a7,model_access,2026-08-11T17:07:05.400147Z,2026-08-11T17:07:05.400147Z,AIDAD7E3B94030FD436D,janetwilliams,28.41.254.122,training_job,model-5cc09e0c,,"{""success"": true}"
cf241ffb-77e0-4017-853a-0a819844fc3b,ec2,2026-08-11T18:23:23.474347Z,2026-08-11T18:23:23.474347Z,AIDA720503BC41304CCE,susanrogers,177.99.242.44,StopInstances,,eu-west-1,{}
e1cd1faf-b8db-484e-b6e7-91b5dacdd7dd,model_access,2026-08-11T18:24:08.698370Z,2026-08-11T18:24:08.698370Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,training_job,model-691a355f,,"{""success"": true}"
a6ad9684-afe0-4122-b0ae-1249a2c64e3e,iam,2026-08-11T19:27:13.658471Z,2026-08-11T19:27:13.658471Z,AIDA29BADC5B380841A3,stevennelson,66.13.238.40,ConsoleLogin,,us-east-1,{}
55c9dfb8-720d-47f7-9da2-882f6b0ba572,model_access,2026-08-11T19:48:32.430471Z,2026-08-11T19:48:32.430471Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,metadata_view,model-d8cfab56,,"{""success"": true}"
4a5b618c-51b6-4acb-9410-d46daea99dea,model_access,2026-08-12T08:19:27.864310Z,2026-08-12T08:19:27.864310Z,AIDA720503BC41304CCE,susanrogers,177.99.242.44,training_job,model-2d062f5e,,"{""success"": true}"
9b151fab-8e67-4feb-94f6-f60d2336787c,model_access,2026-08-12T09:11:25.416366Z,2026-08-12T09:11:25.416366Z,AIDA24E6B74E51B74691,fjohnson,221.108.180.212,inference_call,model-5eac1162,,"{""success"": true}"
665461d1-53e0-4496-a848-73dad736e69b,model_access,2026-08-12T09:22:21.278531Z,2026-08-12T09:22:21.278531Z,AIDA672BC5F62602429A,shawn52,200.250.175.183,inference_call,model-691a355f,,"{""success"": true}"
23daf8b1-7e38-4de0-b856-f326e86e8259,model_access,2026-08-12T09:31:54.375362Z,2026-08-12T09:31:54.375362Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,inference_call,model-0492cf38,,"{""success"": true}"
98349e42-5a0d-43d8-8aa7-6d2cecf5120a,model_access,2026-08-12T09:50:35.721966Z,2026-08-12T09:50:35.721966Z,AIDA269B30AF5AF843E1,djames,197.17.58.159,inference_call,model-a6d96d3f,,"{""success"": true}"
97ea3197-8d63-4db4-8e5d-231c1aa71698,ec2,2026-08-12T10:10:17.035480Z,2026-08-12T10:10:17.035480Z,AIDAD119EB86BAC24FA8,yherrera,197.114.80.115,StartInstances,,us-west-2,{}
bf36bd33-c2fd-44d5-84c2-64ad5deba08f,s3,2026-08-12T10:30:36.314358Z,2026-08-12T10:30:36.314358Z,AIDA1A8C72341B434D30,johnhoffman,136.218.109.97,GetObject,model-fe533931,eu-west-1,"{""bytes"": 50918850}"
9b75e1c3-1be7-4008-94cc-858146f00168,model_access,2026-08-12T10:40:39.073756Z,2026-08-12T10:40:39.073756Z,AIDAAAB2352E2BC74502,ddavis,210.8.107.66,inference_call,model-0492cf38,,"{""success"": true}"
2b3bc5f1-3eca-45bc-9e2f-5f41488b32ae,model_access,2026-08-12T12:07:09.833136Z,2026-08-12T12:07:09.833136Z,AIDA24E6B74E51B74691,fjohnson,221.108.180.212,inference_call,model-45e162fc,,"{""success"": true}"
e003ca8c-0093-447d-aaaa-289d99699199,model_access,2026-08-12T12:14:30.956536Z,2026-08-12T12:14:30.956536Z,AIDA1E12E2D70A904F00,johnsonjoshua,196.89.6.126,training_job,model-d8cfab56,,"{""success"": true}"
6ac7b003-eb9c-406f-8f28-c7e6bc2f044b,s3,2026-08-12T12:22:23.978631Z,2026-08-12T12:22:23.978631Z,AIDAD7E3B94030FD436D,janetwilliams,28.41.254.122,GetObject,model-fe533931,us-west-2,"{""bytes"": 50918850}"
53b30b93-69af-4f17-97de-957fefe3ff2c,model_access,2026-08-12T12:34:16.884195Z,2026-08-12T12:34:16.884195Z,AIDA9C40BFB9E5844DB0,richard13,216.121.229.251,metadata_view,model-1f604561,,"{""success"": true}"
9f3fb255-6c85-4faf-b59b-1b8ae7af99af,model_access,2026-08-12T12:52:19.961709Z,2026-08-12T12:52:19.961709Z,AIDA1A8C72341B434D30,johnhoffman,136.218.109.97,inference_call,model-cf586bef,,"{""success"": true}"
